player_id,player_name,team_id,team_name,league_id,season,position,squad_rows,appearances,starts,sub_appearances,minutes,avg_rating,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,goals_total_per90,goals_assists_per90,shots_total_per90,shots_on_per90,passes_key_per90,tackles_total_per90,duels_won_per90,cards_yellow_per90,cards_red_per90
1706,Carlos Bacca,489,AC Milan,135,2015,F,38,38,38,0,3167,6.946,0,77,37,18,0,2,0,491,41,0,0,10,281,93,65,31,11,24,30,2,0,1,0,2,0,0,0.512,0.057,2.188,1.051,1.165,0.0,2.643,0.057,0.0
1632,Alessio Romagnoli,489,AC Milan,135,2015,D,34,34,34,0,2943,6.92,0,6,0,0,0,0,0,1306,5,0,0,84,252,146,8,5,10,22,46,10,1,0,2,0,0,0,0.0,0.0,0.183,0.0,0.153,0.0,4.465,0.306,0.031
1638,Giacomo Bonaventura,489,AC Milan,135,2015,M,33,33,31,2,2841,7.356,0,104,33,6,0,8,0,1191,70,0,0,40,414,204,118,76,23,82,43,8,0,1,0,0,0,0,0.19,0.253,3.295,1.045,2.218,0.0,6.463,0.253,0.0
1645,Riccardo Montolivo,489,AC Milan,135,2015,M,31,31,31,0,2689,7.262,0,29,5,0,0,1,0,1588,19,0,0,114,238,136,22,18,32,44,21,4,0,0,0,0,0,0,0.0,0.033,0.971,0.167,0.636,0.0,4.552,0.134,0.0
1622,Gianluigi Donnarumma,489,AC Milan,135,2015,G,30,30,30,0,2629,6.909,0,0,0,0,29,0,82,465,0,0,0,4,8,8,0,0,0,5,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.103,0.0
31039,Luca Antonelli,489,AC Milan,135,2015,D,28,28,27,1,2334,7.206,0,19,5,3,0,1,0,967,17,0,0,57,260,184,33,20,16,61,16,2,0,0,0,0,0,0,0.116,0.039,0.733,0.193,0.656,0.0,7.095,0.077,0.0
1626,Ignazio Abate,489,AC Milan,135,2015,D,27,27,27,0,2254,7.235,0,4,2,1,0,1,0,994,18,0,0,76,216,133,36,25,13,16,37,7,0,0,0,0,0,0,0.04,0.04,0.16,0.08,0.719,0.0,5.311,0.28,0.0
113672,Alex,489,AC Milan,135,2015,D,25,25,25,0,2093,7.2,0,23,7,3,0,1,0,779,5,0,0,66,202,131,5,2,10,8,30,5,0,0,1,0,0,0,0.129,0.043,0.989,0.301,0.215,0.0,5.633,0.215,0.0
31023,Juraj Kucka,489,AC Milan,135,2015,M,29,29,25,4,2082,6.95,0,46,10,1,0,3,0,755,29,0,0,65,437,226,71,38,35,46,65,11,0,0,0,0,0,0,0.043,0.13,1.988,0.432,1.254,0.0,9.769,0.476,0.0
6857,Keisuke Honda,489,AC Milan,135,2015,M,30,30,26,4,1931,6.951,0,46,15,1,0,3,0,708,40,0,0,29,270,130,53,32,18,32,29,2,0,0,0,0,0,0,0.047,0.14,2.144,0.699,1.864,0.0,6.059,0.093,0.0
