league_id,season,fixture_id,fixture_date,fixture_status,round,home_team_id,home_team_name,away_team_id,away_team_name,team_id,team_name,opponent_team_id,opponent_team_name,is_home,player_id,player_name,number,position,rating,captain,substitute,minutes,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,1335,Carlos Kameni,1,G,7.3,False,False,90,,0,0,,0,,2,10,0,,,,0,1,1,0,0,,0,0,0,0,,,0,0,0
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,2444,Roberto Rosales,18,D,7.2,False,False,90,,3,0,,,,,31,0,,,,1,5,2,0,0,,0,2,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,104809,Raúl Albentosa,2,D,7.2,False,False,90,,0,0,,,,,35,1,,,,2,3,2,0,0,,1,0,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,51564,Marcos Angeleri,15,D,7.1,False,False,90,,0,0,,,,,29,0,,,,1,5,4,0,0,,1,1,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,105235,Arthur Boka,19,D,7.3,False,False,90,,3,0,,,,,32,2,,,,0,12,5,4,3,,0,1,1,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,41103,Ricardo Horta,10,M,6.9,False,False,80,,3,0,,,,,21,5,,,,2,9,2,1,1,1,1,4,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,41475,Fernando Tissone,12,M,7.4,False,False,90,,2,0,,,,,38,3,,,,5,17,5,2,1,,1,5,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,47336,Sergi Darder,30,M,7.4,False,False,85,,3,1,,,,,29,1,,,,0,10,6,1,1,1,1,1,1,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,2719,Nordin Amrabat,11,M,6.9,False,False,90,,5,2,,,,,24,3,,,,2,10,3,1,1,1,1,3,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,47394,Charles Días,9,F,6.9,False,False,90,,1,1,,,,,16,1,,,,0,8,4,1,1,,2,1,1,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,47493,Duje Čop,20,F,6.9,False,False,67,,2,1,,,,,14,0,,,,1,4,2,0,0,,1,0,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,46819,Juankar,7,D,6.6,False,True,10,,1,0,,,,,2,0,,,,0,2,1,1,0,,1,0,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,2446,Juanpi Añor,28,M,,False,True,5,,1,0,,,,,6,0,,,,0,0,0,0,0,,0,1,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,535,Malaga,536,Sevilla,True,104838,Duda,17,M,7.2,False,True,23,,1,0,,,,,11,3,,,,0,1,1,0,0,,1,0,0,0,,,0,0,
140,2015,203337,2015-08-21T18:30:00+00:00,FT,Regular Season - 1,535,Malaga,536,Sevilla,536,Sevilla,535,Malaga,False,2673,Beto,13,G,7.3,False,False,90,,0,0,,0,,4,17,0,,,,0,0,0,0,0,,0,0,1,0,,,0,0,0
