league_id,season,fixture_id,fixture_date,fixture_status,round,home_team_id,home_team_name,away_team_id,away_team_name,team_id,team_name,opponent_team_id,opponent_team_name,is_home,player_id,player_name,number,position,rating,captain,substitute,minutes,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,884,Sergio Romero,20,G,7.4,False,False,90,,0,0,,0,,4,19,0,,,0,0,0,0,0,0,,0,0,0,0,,,0,0,0
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,887,Matteo Darmian,36,D,7.2,False,False,81,,0,0,,0,,,31,1,,3,0,0,5,4,0,0,,1,0,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,892,Chris Smalling,12,D,7.8,False,False,90,,0,0,,0,,,46,0,,5,1,3,5,5,0,0,,0,0,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,531,Daley Blind,17,D,6.9,False,False,90,,0,0,,0,,,48,0,,3,1,2,9,3,1,0,2,0,1,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,891,Luke Shaw,23,D,6.6,False,False,90,,0,0,,0,,,39,0,,2,0,0,18,8,1,0,1,1,1,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,90490,Michael Carrick,16,M,7.1,False,False,60,,0,0,,0,,,30,1,,1,0,4,4,3,0,0,,2,0,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,18764,Morgan Schneiderlin,28,M,6.8,False,False,90,,0,0,,0,,,44,0,,4,0,3,13,6,0,0,1,2,5,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,901,Juan Mata,8,M,7.0,False,False,90,,3,0,,0,,,36,0,,,0,4,8,3,0,0,1,3,1,1,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,667,Memphis Depay,7,M,6.3,False,False,68,,3,0,,0,,,25,0,,,0,0,9,2,0,0,,1,0,0,0,,,0,0,
39,2015,192297,2015-08-08T11:45:00+00:00,FT,Regular Season - 1,33,Manchester United,47,Tottenham,33,Manchester United,47,Tottenham,True,894,Ashley Young,18,M,6.5,False,False,90,,1,1,,0,,,23,1,,1,0,3,9,3,5,0,,2,1,0,0,,,0,0,
