player_id,player_name,team_id,team_name,league_id,season,position,squad_rows,appearances,starts,sub_appearances,minutes,avg_rating,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,goals_total_per90,goals_assists_per90,shots_total_per90,shots_on_per90,passes_key_per90,tackles_total_per90,duels_won_per90,cards_yellow_per90,cards_red_per90
47353,Antonio Sivera,542,Alaves,140,2025,G,32,32,32,0,2880,6.956,0,0,0,0,48,0,87,837,0,2,0,0,13,11,0,0,1,1,1,2,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.062,0.344,0.062,0.0
18740,Jonny Otto,542,Alaves,140,2025,D,31,31,31,0,2728,6.701,1,7,3,0,0,0,0,1602,16,63,12,37,254,140,33,25,30,27,32,5,0,0,0,0,0,0,0.0,0.0,0.231,0.099,0.528,2.078,4.619,0.165,0.0
6233,Nahuel Tenaglia,542,Alaves,140,2025,D,32,30,30,0,2699,6.79,3,13,4,1,0,0,0,1186,6,51,27,36,230,132,19,8,14,32,25,2,0,1,1,0,0,0,0.033,0.0,0.433,0.133,0.2,1.701,4.402,0.067,0.0
162686,Antonio Blanco,542,Alaves,140,2025,M,31,30,30,0,2576,6.919,2,22,11,1,0,2,0,1628,16,80,9,49,338,166,27,20,53,35,58,7,0,0,0,0,0,0,0.035,0.07,0.769,0.384,0.559,2.795,5.8,0.245,0.0
47181,Toni Martínez,542,Alaves,140,2025,F,32,31,26,5,2225,6.98,12,67,29,9,0,3,0,553,21,25,2,4,418,216,34,17,6,31,36,1,0,2,0,0,0,0,0.364,0.121,2.71,1.173,0.849,1.011,8.737,0.04,0.0
139001,Pablo Ibáñez,542,Alaves,140,2025,M,31,31,24,7,1935,6.711,2,30,12,1,0,1,0,889,18,45,10,21,315,155,68,31,26,58,32,5,0,0,0,0,0,0,0.047,0.047,1.395,0.558,0.837,2.093,7.209,0.233,0.0
143,Carles Aleñá,542,Alaves,140,2025,M,32,32,22,10,1915,6.617,0,18,5,0,0,4,0,820,35,35,2,10,217,95,27,12,23,34,36,4,0,0,0,0,0,0,0.0,0.188,0.846,0.235,1.645,1.645,4.465,0.188,0.0
608,Lucas Boyé,542,Alaves,140,2025,F,26,26,20,6,1863,6.766,9,46,20,11,0,1,0,394,25,33,6,7,373,138,74,37,16,36,54,4,1,0,0,3,0,0,0.531,0.048,2.222,0.966,1.208,1.594,6.667,0.193,0.048
182546,Jon Pacheco,542,Alaves,140,2025,D,28,21,20,1,1725,6.764,1,4,1,0,0,0,0,935,5,37,21,11,142,87,3,2,11,7,14,6,1,0,2,0,0,0,0.0,0.0,0.209,0.052,0.261,1.93,4.539,0.313,0.052
128951,Victor Parada,542,Alaves,140,2025,D,30,24,19,5,1701,6.424,3,8,1,0,0,3,0,635,13,24,9,8,143,71,11,7,9,12,26,8,1,0,1,0,0,0,0.0,0.159,0.423,0.053,0.688,1.27,3.757,0.423,0.053
361384,Youssef Enriquez Lekhedim,542,Alaves,140,2025,D,31,23,13,10,1279,6.604,0,6,2,0,0,1,0,527,15,14,1,10,108,49,22,8,11,12,22,6,0,0,0,0,0,0,0.0,0.07,0.422,0.141,1.056,0.985,3.448,0.422,0.0
187214,Carlos Vicente,542,Alaves,140,2025,F,21,21,11,10,1256,6.988,10,10,6,5,0,0,0,473,27,28,2,7,168,92,37,11,20,42,12,1,0,1,0,3,0,0,0.358,0.0,0.717,0.43,1.935,2.006,6.592,0.072,0.0
1461,Denis Suárez,542,Alaves,140,2025,M,26,24,12,12,1149,6.786,0,4,3,1,0,2,0,703,18,18,3,7,145,61,41,20,22,20,18,6,0,0,0,0,0,0,0.078,0.157,0.313,0.235,1.41,1.41,4.778,0.47,0.0
183751,Abderrahman Rebbach,542,Alaves,140,2025,F,31,24,9,15,1015,6.613,3,21,9,1,0,1,0,325,21,30,0,10,160,67,36,10,17,21,28,5,0,0,0,0,0,0,0.089,0.089,1.862,0.798,1.862,2.66,5.941,0.443,0.0
104821,Jon Guridi,542,Alaves,140,2025,M,31,22,11,11,879,6.388,2,8,3,0,0,0,0,356,4,18,1,4,102,42,13,5,12,5,11,1,0,0,0,0,0,0,0.0,0.0,0.819,0.307,0.41,1.843,4.3,0.102,0.0
6638,Facundo Garcés,542,Alaves,140,2025,D,11,10,8,2,792,6.672,2,7,4,0,0,0,0,354,0,13,9,7,74,39,0,0,3,3,13,3,0,0,0,0,0,0,0.0,0.0,0.795,0.455,0.0,1.477,4.432,0.341,0.0
331369,Ángel Pérez,542,Alaves,140,2025,M,11,10,8,2,759,6.663,3,4,3,1,0,1,0,310,14,12,1,5,76,33,28,11,6,10,11,3,0,0,0,0,0,0,0.119,0.119,0.474,0.356,1.66,1.423,3.913,0.356,0.0
266658,Calebe Gonçalves,542,Alaves,140,2025,M,31,18,13,5,756,6.695,0,2,1,0,0,0,0,309,11,25,1,7,115,61,39,16,4,18,18,2,0,0,0,0,0,0,0.0,0.0,0.238,0.119,1.31,2.976,7.262,0.238,0.0
47309,Ander Guevara,542,Alaves,140,2025,M,31,22,2,20,633,6.73,0,4,1,1,0,1,0,423,5,12,2,7,82,37,8,5,12,5,10,4,1,0,0,0,0,0,0.142,0.142,0.569,0.142,0.711,1.706,5.261,0.569,0.142
760,Mariano Díaz,542,Alaves,140,2025,F,21,10,3,7,296,6.459,6,5,3,0,0,0,0,43,2,4,1,0,57,17,2,1,0,0,13,1,0,0,0,0,0,0,0.0,0.0,1.52,0.912,0.608,1.216,5.169,0.304,0.0
6085,Carlos Benavídez,542,Alaves,140,2025,M,23,9,3,6,255,6.702,0,2,2,0,0,0,0,111,2,10,3,2,29,15,2,0,1,2,7,2,1,0,0,0,0,0,0.0,0.0,0.706,0.706,0.706,3.529,5.294,0.706,0.353
70476,Moussa Diarra,542,Alaves,140,2025,D,14,3,3,0,219,6.505,0,0,0,0,0,0,0,64,1,6,0,1,27,13,3,1,4,1,4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.411,2.466,5.342,0.411,0.0
182784,Ibrahim Diabaté,542,Alaves,140,2025,F,8,4,2,2,202,6.572,1,4,2,1,0,0,0,36,0,2,0,1,21,4,0,0,0,0,3,0,0,0,0,0,0,0,0.446,0.0,1.782,0.891,0.0,0.891,1.782,0.0,0.0
330440,Aitor Mañas,542,Alaves,140,2025,F,14,6,0,6,76,6.496,0,1,1,0,0,0,0,14,2,3,0,0,19,4,6,1,2,0,1,0,0,0,0,0,0,0,0.0,0.0,1.184,1.184,2.368,3.553,4.737,0.0,0.0
106759,Ville Koski,542,Alaves,140,2025,D,6,2,0,2,11,6.5,0,0,0,0,0,0,0,1,0,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,16.364,24.545,0.0,0.0
387530,Carlos Ballestero,542,Alaves,140,2025,D,9,1,0,1,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565586,Diego Morcillo,542,Alaves,140,2025,F,6,1,0,1,9,6.2,0,1,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0
315586,Lander Pinillos,542,Alaves,140,2025,M,8,1,0,1,2,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438131,Egoitz Muñoz,542,Alaves,140,2025,D,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
377215,Grégoire Swiderski,542,Alaves,140,2025,G,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
