player_id,player_name,team_id,team_name,league_id,season,position,squad_rows,appearances,starts,sub_appearances,minutes,avg_rating,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,goals_total_per90,goals_assists_per90,shots_total_per90,shots_on_per90,passes_key_per90,tackles_total_per90,duels_won_per90,cards_yellow_per90,cards_red_per90
187214,Carlos Vicente,542,Alaves,140,2024,M,38,37,35,2,3097,6.983,10,29,14,5,0,5,0,813,63,47,2,14,420,175,95,33,39,62,38,3,0,0,0,1,0,0,0.145,0.145,0.843,0.407,1.831,1.366,5.086,0.087,0.0
6233,Nahuel Tenaglia,542,Alaves,140,2024,D,35,34,33,1,2923,7.192,2,23,9,2,0,1,0,976,19,96,9,47,352,201,29,16,34,45,37,11,0,3,0,0,0,0,0.062,0.031,0.708,0.277,0.585,2.956,6.189,0.339,0.0
47353,Antonio Sivera,542,Alaves,140,2024,G,32,32,32,0,2812,7.053,0,0,0,0,39,0,76,895,1,2,0,0,17,13,0,0,0,5,4,6,1,0,3,0,0,0,0.0,0.0,0.0,0.0,0.032,0.064,0.416,0.192,0.032
162686,Antonio Blanco,542,Alaves,140,2024,M,36,35,32,3,2739,6.827,0,16,3,0,0,1,0,1234,15,65,7,42,316,136,21,15,50,27,66,11,1,0,0,0,0,0,0.0,0.033,0.526,0.099,0.493,2.136,4.469,0.361,0.033
64309,Manuel Sánchez,542,Alaves,140,2024,D,35,33,30,3,2646,6.726,1,6,2,1,0,0,0,767,16,85,12,30,277,121,31,7,27,21,56,6,1,0,1,0,0,0,0.034,0.0,0.204,0.068,0.544,2.891,4.116,0.204,0.034
47396,Kike García,542,Alaves,140,2024,F,37,35,29,6,2561,7.08,22,53,27,13,0,0,0,569,13,19,4,1,406,199,33,13,11,59,49,5,1,1,0,3,0,0,0.457,0.0,1.863,0.949,0.457,0.668,6.993,0.176,0.035
46813,Abdelkabir Abqar,542,Alaves,140,2024,D,29,29,29,0,2467,6.812,2,10,1,0,0,1,0,924,8,36,18,39,208,111,4,3,14,32,47,13,0,1,2,0,0,0,0.0,0.036,0.365,0.036,0.292,1.313,4.049,0.474,0.0
104821,Jon Guridi,542,Alaves,140,2024,M,36,33,27,6,2097,6.79,5,21,12,3,0,1,0,710,17,39,1,14,267,109,24,9,26,14,35,6,0,0,1,1,0,0,0.129,0.043,0.901,0.515,0.73,1.674,4.678,0.258,0.0
47309,Ander Guevara,542,Alaves,140,2024,M,38,33,20,13,1951,6.715,0,10,3,0,0,1,0,978,12,48,6,13,230,102,12,7,26,18,39,3,0,0,0,0,0,0,0.0,0.046,0.461,0.138,0.554,2.214,4.705,0.138,0.0
70476,Moussa Diarra,542,Alaves,140,2024,D,34,26,20,6,1879,6.637,1,0,0,0,0,0,0,717,3,39,5,20,189,100,12,7,12,24,28,6,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.144,1.868,4.79,0.287,0.0
311773,Santiago Mouriño,542,Alaves,140,2024,D,32,25,20,5,1847,7.001,1,13,4,0,0,1,0,663,7,42,12,27,197,107,9,4,15,23,32,7,0,1,0,0,0,0,0.0,0.049,0.633,0.195,0.341,2.047,5.214,0.341,0.0
