player_id,player_name,firstname,lastname,age,nationality,height,weight,injured,team_id,team_name,league_id,league_name,season,appearances,lineups,minutes,position,rating,captain,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goals_assists,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved
404,B. Oczipka,Bastian,Oczipka,34,Germany,185 cm,85 kg,False,174,FC Schalke 04,78,Bundesliga,2017,29,26,2319,Defender,7.121428,False,3,2,6,15,3,0,1,,,766,58,72,5,0,40,286,163,82,38,,52,20,2,0,0,,1,0,0,
410,D. Caligiuri,Daniel,Caligiuri,35,Germany,182 cm,80 kg,False,174,FC Schalke 04,78,Bundesliga,2017,33,32,2917,Midfielder,7.315151,False,1,1,1,35,19,6,10,,,915,50,71,11,2,67,413,225,101,56,,43,38,4,0,0,,,3,0,
416,S. Rudy,Sebastian,Rudy,33,Germany,180 cm,74 kg,False,157,Bayern München,78,Bundesliga,2017,25,16,1509,Midfielder,6.948000,False,9,3,17,19,6,1,4,,,933,20,86,8,0,18,160,88,14,6,,15,21,2,0,0,,,0,0,
975,J. Baumgartlinger,Julian,Baumgartlinger,35,Austria,181 cm,85 kg,False,168,Bayer Leverkusen,78,Bundesliga,2017,22,17,1397,Midfielder,7.009090,False,5,8,14,11,4,1,,,,861,11,89,7,0,18,160,93,6,6,,26,18,3,0,0,1,,0,0,
24801,J. Hector,Jonas Armin,Hector,33,Germany,185 cm,75 kg,False,192,1. FC Köln,78,Bundesliga,2017,20,20,1761,Defender,7.060000,False,0,2,0,16,5,2,2,,,782,21,80,8,2,28,253,140,30,16,,30,20,4,0,0,,1,0,0,
24808,M. Risse,Marcel,Risse,34,Germany,183 cm,75 kg,False,192,1. FC Köln,78,Bundesliga,2017,16,13,1168,Midfielder,6.993750,False,3,2,3,18,5,1,3,,,316,21,63,11,2,6,75,40,22,12,,6,9,2,0,0,,,0,0,
25029,S. Schipplock,Sven,Schipplock,35,Germany,186 cm,84 kg,False,175,Hamburger SV,78,Bundesliga,2017,10,3,334,Attacker,6.666666,False,7,0,14,5,2,0,,,,48,4,54,,,1,74,38,5,2,,11,10,0,0,0,,,0,0,
25236,A. Ignjovski,Aleksandar,Ignjovski,32,Serbia,177 cm,71 kg,False,160,SC Freiburg,78,Bundesliga,2017,0,0,0,Defender,,False,0,0,2,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,
25262,Y. Regäsel,Yanni,Regäsel,27,Germany,176 cm,72 kg,False,169,Eintracht Frankfurt,78,Bundesliga,2017,0,0,0,Defender,,False,0,0,0,,,0,,,,,,,,,,,,,,,,,0,0,0,,,,,
25298,A. Hahn,André,Hahn,33,Germany,185 cm,80 kg,False,175,Hamburger SV,78,Bundesliga,2017,23,14,1351,Midfielder,6.690476,False,9,3,11,42,16,3,,,,174,9,50,,0,10,323,126,31,4,,18,38,0,0,0,,,0,0,
25302,J. Morávek,Jan,Morávek,34,Czechia,180 cm,78 kg,False,170,FC Augsburg,78,Bundesliga,2017,16,7,699,Midfielder,6.650000,False,9,6,17,2,1,0,,,,254,7,77,20,1,11,128,63,8,4,,2,26,5,1,0,,,0,0,
