player_id,player_name,firstname,lastname,age,nationality,height,weight,injured,team_id,team_name,league_id,league_name,season,appearances,lineups,minutes,position,rating,captain,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goals_assists,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved
1912,D. Payet,Dimitri,Payet,38,France,175,77,False,81,Marseille,61,Ligue 1,2023,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,K. Strootman,Kevin Johannes,Willem Strootman,34,Netherlands,186 cm,78 kg,False,81,Marseille,61,Ligue 1,2023,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20669,T. Ducrocq,Tom,Ducrocq,26,France,176,62,False,116,Lens,61,Ligue 1,2023,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079,M. Dupé,Maxime,Dupé,32,France,188,88,False,96,Toulouse,61,Ligue 1,2023,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079,M. Dupé,Maxime,Dupé,32,France,188,88,False,84,Nice,61,Ligue 1,2023,0,0,0,Goalkeeper,,False,0,0,15,,,0,,0,,,,,,,,,,,,,,,0,0,0,,,0,0,1
21613,L. Joseph,Lenny,Joseph,25,France,183,73,False,112,Metz,61,Ligue 1,2023,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22235,J. Bamba,Jonathan Fousseni,Bamba,29,Côte d'Ivoire,175,72,False,79,Lille,61,Ligue 1,2023,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26313,A. Donis,Anastasios,Donis,29,Greece,178,76,False,93,Reims,61,Ligue 1,2023,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30807,S. Fofana,Seko Mohamed,Fofana,30,Côte d'Ivoire,183,74,False,116,Lens,61,Ligue 1,2023,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31483,A. Gravillon,Andreaw Rayan Andy,Gravillon,27,Guadeloupe,188 cm,75 kg,False,93,Reims,61,Ligue 1,2023,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41748,J. Onana,Jean Emile Junior,Onana Onana,26,Cameroon,189,85,False,116,Lens,61,Ligue 1,2023,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41748,J. Onana,Jean Emile Junior,Onana Onana,26,Cameroon,189,85,False,81,Marseille,61,Ligue 1,2023,13,7,570,Midfielder,6.775000,False,6,,,8,3,1,0,0,,452,2,,23,2,11,83,44,5,2,,8,15,1,,0,,,0,0,
162589,R. Ascone,Rocco Angelo,Ascone,22,France,180,67,False,79,Lille,61,Ligue 1,2023,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174783,Y. Diaby,Yadaly,Diaby,25,Guinea,184,76,False,99,Clermont Foot,61,Ligue 1,2023,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174881,M. Mbow,Mamadou Moustapha,Mbow,25,Senegal,192,74,False,93,Reims,61,Ligue 1,2023,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237198,O. Ba,Ousmane,Ba,23,Senegal,185,74,False,112,Metz,61,Ligue 1,2023,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268571,E. Bitshiabu,El Chadaille,Bitshiabu,20,France,196,95,False,85,Paris Saint Germain,61,Ligue 1,2023,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
