player_id,player_name,firstname,lastname,age,nationality,height,weight,injured,team_id,team_name,league_id,league_name,season,appearances,lineups,minutes,position,rating,captain,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goals_assists,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved
103,J. Aholou,Jean-Eudes Pascal Armand,Aholou,31,Côte d'Ivoire,187,75,False,95,Strasbourg,61,Ligue 1,2024,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,J. Aholou,Jean-Eudes Pascal Armand,Aholou,31,Côte d'Ivoire,187,75,False,77,Angers,61,Ligue 1,2024,27,27,1978,Midfielder,6.888461,False,0,,,19,7,2,0,0,,760,10,,56,14,33,256,131,24,12,,25,50,7,,0,,,0,0,
263,L. Kurzawa,Layvin Marc,Kurzawa,33,France,182 cm,74 kg,False,85,Paris Saint Germain,61,Ligue 1,2024,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Kylian Mbappé,Kylian,Mbappé Lottin,27,France,178,75,False,85,Paris Saint Germain,61,Ligue 1,2024,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,K. Navas,Keylor Antonio,Navas Gamboa,39,Costa Rica,185,80,False,85,Paris Saint Germain,61,Ligue 1,2024,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Y. Karamoh,Yann Dorgelès Isaac,Karamoh,27,France,185,77,False,82,Montpellier,61,Ligue 1,2024,,,,Forward,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19250,B. Brahimi,Billal,Brahimi,25,Algeria,183,75,False,106,Stade Brestois 29,61,Ligue 1,2024,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19250,B. Brahimi,Billal,Brahimi,25,Algeria,183,75,False,84,Nice,61,Ligue 1,2024,2,1,76,Attacker,6.500000,False,1,1,2,1,1,0,0,0,,32,1,,,,,8,,2,,,,3,0,0,0,,,0,0,
20600,R. Perraud,Romain Paul Jean-Michel,Perraud,28,France,173,68,False,84,Nice,61,Ligue 1,2024,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20833,L. Leroy,Léo,Leroy,25,France,187,82,False,82,Montpellier,61,Ligue 1,2024,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21701,V. Rosier,Valentin André Henri,Rosier,29,France,175,71,False,84,Nice,61,Ligue 1,2024,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22260,I. Sissoko,Ibrahima,Sissoko,28,France,193,90,False,95,Strasbourg,61,Ligue 1,2024,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24207,S. Diarra,Stéphane Imad,Diarra,27,Côte d'Ivoire,173,58,False,1063,Saint Etienne,61,Ligue 1,2024,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48475,S. Hefti,Silvan,Hefti,28,Switzerland,182,76,False,82,Montpellier,61,Ligue 1,2024,,,,Defender,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84101,D. Chambost,Dylan,Chambost,28,France,177,70,False,1063,Saint Etienne,61,Ligue 1,2024,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129670,N. Mbuku,Nathanaël,Mbuku,23,France,170,65,False,1063,Saint Etienne,61,Ligue 1,2024,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174768,A. Pierre,Alexandre,Pierre,24,Haiti,190,88,False,95,Strasbourg,61,Ligue 1,2024,,,,Goalkeeper,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174797,M. Rivera,Maxence,Rivera,23,France,171,61,False,1063,Saint Etienne,61,Ligue 1,2024,,,,Midfielder,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195512,M. Satriano,Martín Adrián,Satriano Costa,24,Uruguay,187,75,False,106,Stade Brestois 29,61,Ligue 1,2024,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195512,M. Satriano,Martín Adrián,Satriano Costa,24,Uruguay,187,75,False,116,Lens,61,Ligue 1,2024,7,3,96,Attacker,6.557142,False,4,,,4,,,0,0,,28,2,,3,,,22,10,2,1,,1,4,0,,0,,,0,0,
288055,Ângelo,Ângelo Gabriel,Borges Damaceno,21,Brazil,180,78,False,95,Strasbourg,61,Ligue 1,2024,,,,Attacker,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
