player_id,player_name,firstname,lastname,age,nationality,height,weight,injured,team_id,team_name,league_id,league_name,season,appearances,lineups,minutes,position,rating,captain,sub_in,sub_out,sub_bench,shots_total,shots_on,goals_total,goals_assists,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved
20639,F. Lemoine,Fabien,Lemoine,36,France,175 cm,71 kg,False,1063,Saint Etienne,61,Ligue 1,2015,33,29,2464,Midfielder,6.824242,False,4,14,5,18,4,0,1,0,,1438,16,69,83,5,41,310,135,30,15,,23,65,10,0,0,,,0,0,
21350,Y. Ben Ali,Youssef,Ben Ali,28,France,168 cm,68 kg,False,96,Toulouse,61,Ligue 1,2015,1,0,13,Attacker,6.200000,False,1,0,3,,,0,,0,,9,,,,,,1,,,,,,,0,0,0,,,0,0,
21499,L. Deaux,Lucas,Deaux,35,France,188 cm,82 kg,False,83,Nantes,61,Ligue 1,2015,16,13,1184,Midfielder,6.940000,False,3,3,5,2,1,0,,0,,581,4,43,35,5,23,143,74,10,7,,12,24,3,0,0,,,0,0,
21713,B. Jeannot,Benjamin,Jeannot,31,France,183 cm,75 kg,False,97,Lorient,61,Ligue 1,2015,29,19,1781,Attacker,6.832142,False,10,11,14,59,24,7,1,0,,515,19,56,17,1,8,335,124,35,19,,32,39,4,0,0,,,0,0,
22082,J. Moulin,Jessy,Moulin,37,France,185 cm,88 kg,False,1063,Saint Etienne,61,Ligue 1,2015,0,0,0,Goalkeeper,,False,0,0,38,,,0,,0,,,,,,,,,,,,,,,0,0,0,,,0,0,0
22095,R. Hamouma,Romain,Hamouma,36,France,178 cm,76 kg,False,1063,Saint Etienne,61,Ligue 1,2015,24,17,1597,Attacker,6.662500,False,7,8,7,31,13,3,3,0,,439,37,46,17,1,11,233,88,71,18,,35,25,4,0,0,3,,0,0,
22103,K. Monnet-Paquet,Kévin,Monnet-Paquet,35,France,184 cm,81 kg,False,1063,Saint Etienne,61,Ligue 1,2015,31,25,2278,Attacker,6.580645,False,6,11,7,41,19,2,2,0,,627,25,55,35,4,28,353,117,83,36,,21,27,2,0,0,,,0,0,
22923,R. Sido,Rashade,Sido,28,Burkina Faso,181 cm,73 kg,False,1305,Bastia,61,Ligue 1,2015,0,0,0,Midfielder,,False,0,0,1,,,0,,0,,,,,,,,,,,,,,,0,0,0,,,0,0,
24033,D. Caddy,Dorian,Caddy,28,France,186 cm,85 kg,False,84,Nice,61,Ligue 1,2015,7,3,235,Attacker,6.620000,False,4,3,8,7,3,0,,,,51,1,40,7,0,2,42,15,5,1,,0,6,0,0,0,,,0,0,
41623,Wallyson Mallmann,Wallyson,Teixeira Mallmann,29,Brazil,183 cm,77 kg,False,84,Nice,61,Ligue 1,2015,17,8,743,Midfielder,6.747058,False,9,5,18,13,5,0,2,0,,471,10,48,16,1,9,137,62,16,8,,26,21,4,0,0,,,0,0,
