player_id,player_name,team_id,team_name,league_id,season,position,squad_rows,appearances,starts,sub_appearances,minutes,avg_rating,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,goals_total_per90,goals_assists_per90,shots_total_per90,shots_on_per90,passes_key_per90,tackles_total_per90,duels_won_per90,cards_yellow_per90,cards_red_per90
702,Oliver Baumann,167,1899 Hoffenheim,78,2020,G,31,31,31,0,2796,6.839,0,0,0,0,51,0,87,1171,0,0,0,2,15,13,0,0,1,6,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.032,0.0
1094,Diadie Samassekou,167,1899 Hoffenheim,78,2020,M,32,31,31,0,2581,6.895,0,11,0,0,0,2,0,1364,10,69,8,78,366,181,30,21,57,45,42,3,0,0,0,0,0,0,0.0,0.07,0.384,0.0,0.349,2.406,6.312,0.105,0.0
726,Andrej Kramarić,167,1899 Hoffenheim,78,2020,F,28,28,26,2,2386,7.498,3,74,44,20,0,6,0,889,41,7,0,8,166,80,50,25,5,41,2,2,0,0,0,5,0,0,0.754,0.226,2.791,1.66,1.547,0.264,3.018,0.075,0.0
715,Christoph Baumgartner,167,1899 Hoffenheim,78,2020,M,31,31,28,3,2386,6.988,1,52,22,6,0,3,0,907,35,44,3,24,452,186,73,35,37,54,70,6,0,2,0,0,0,0,0.226,0.113,1.961,0.83,1.32,1.66,7.016,0.226,0.0
25389,Ihlas Bebou,167,1899 Hoffenheim,78,2020,F,34,32,23,9,2207,6.95,3,43,19,9,0,7,0,576,39,24,2,17,355,154,76,43,7,32,23,3,0,1,0,0,0,0,0.367,0.285,1.754,0.775,1.59,0.979,6.28,0.122,0.0
711,Stefan Posch,167,1899 Hoffenheim,78,2020,D,26,26,25,1,2123,6.747,0,6,2,0,0,0,0,1342,14,52,2,37,233,123,19,8,20,13,38,11,1,0,0,0,0,0,0.0,0.0,0.254,0.085,0.593,2.204,5.214,0.466,0.042
719,Florian Grillitsch,167,1899 Hoffenheim,78,2020,M,26,26,22,4,1882,7.173,0,17,9,2,0,1,0,1402,16,37,4,51,226,114,21,17,33,30,30,6,1,1,1,0,0,0,0.096,0.048,0.813,0.43,0.765,1.769,5.452,0.287,0.048
713,Kevin Vogt,167,1899 Hoffenheim,78,2020,D,27,24,20,4,1845,6.8,0,1,0,0,0,1,0,1509,4,18,4,16,105,58,4,3,9,13,22,6,0,0,2,0,0,0,0.0,0.049,0.049,0.0,0.195,0.878,2.829,0.293,0.0
416,Sebastian Rudy,167,1899 Hoffenheim,78,2020,M,26,25,21,4,1681,6.889,0,12,8,1,0,2,0,840,29,35,2,13,167,68,24,9,29,14,29,4,0,0,0,0,0,0,0.054,0.107,0.642,0.428,1.553,1.874,3.641,0.214,0.0
709,Pavel Kadeřábek,167,1899 Hoffenheim,78,2020,M,20,20,17,3,1587,6.795,4,8,4,0,0,3,0,708,22,15,0,18,175,79,20,5,9,13,20,3,0,0,0,0,0,0,0.0,0.17,0.454,0.227,1.248,0.851,4.48,0.17,0.0
19032,Ryan Sessegnon,167,1899 Hoffenheim,78,2020,D,24,23,17,6,1575,6.797,4,3,2,2,0,2,0,717,15,47,2,31,186,80,36,12,19,5,35,4,0,0,0,0,0,0,0.114,0.114,0.171,0.114,0.857,2.686,4.571,0.229,0.0
25366,Kevin Akpoguma,167,1899 Hoffenheim,78,2020,D,18,16,14,2,1191,6.966,0,2,2,1,0,0,0,696,3,18,5,13,112,61,10,6,5,16,15,1,0,0,0,0,0,0,0.076,0.0,0.151,0.151,0.227,1.36,4.61,0.076,0.0
1298,Robert Skov,167,1899 Hoffenheim,78,2020,F,24,23,12,11,1166,6.874,2,20,7,1,0,0,0,408,18,19,2,15,121,61,30,12,9,16,8,0,1,0,1,0,0,0,0.077,0.0,1.544,0.54,1.389,1.467,4.708,0.0,0.077
1097,Munas Dabbur,167,1899 Hoffenheim,78,2020,F,29,22,11,11,1001,6.732,1,23,15,4,0,0,0,311,13,6,0,9,149,65,35,21,12,24,19,2,0,0,0,0,1,0,0.36,0.0,2.068,1.349,1.169,0.539,5.844,0.18,0.0
162723,Marco John,167,1899 Hoffenheim,78,2020,M,22,14,12,2,998,6.678,1,2,0,0,0,0,0,406,10,21,1,16,128,58,36,15,12,14,5,1,0,0,1,0,0,0,0.0,0.0,0.18,0.0,0.902,1.894,5.23,0.09,0.0
710,Kasim Adams,167,1899 Hoffenheim,78,2020,D,24,12,11,1,993,6.857,0,6,0,0,0,0,0,650,2,13,2,17,87,50,6,5,4,6,12,0,0,0,1,0,0,0,0.0,0.0,0.544,0.0,0.181,1.178,4.532,0.0,0.0
126949,Chris Richards,167,1899 Hoffenheim,78,2020,D,12,11,11,0,947,7.042,0,2,0,0,0,1,0,689,4,19,4,21,84,47,3,2,6,5,6,1,0,0,0,0,0,0,0.0,0.095,0.19,0.0,0.38,1.806,4.467,0.095,0.0
1818,Mijat Gaćinović,167,1899 Hoffenheim,78,2020,M,25,23,7,16,817,6.663,0,12,2,0,0,2,0,355,11,18,0,18,87,35,13,5,15,7,13,5,0,0,0,0,0,0,0.0,0.22,1.322,0.22,1.212,1.983,3.856,0.551,0.0
19021,Håvard Nordtveit,167,1899 Hoffenheim,78,2020,D,16,12,6,6,701,6.798,0,3,1,0,0,0,0,450,4,6,1,13,59,38,5,2,2,7,4,1,0,0,1,0,0,0,0.0,0.0,0.385,0.128,0.514,0.77,4.879,0.128,0.0
718,Dennis Geiger,167,1899 Hoffenheim,78,2020,M,9,9,9,0,663,6.979,0,3,3,1,0,1,0,311,12,13,0,3,55,26,5,3,3,9,15,4,1,0,1,0,0,0,0.136,0.136,0.407,0.407,1.629,1.765,3.529,0.543,0.136
724,Ishak Belfodil,167,1899 Hoffenheim,78,2020,F,26,14,7,7,603,6.551,0,8,3,0,0,1,0,142,7,3,0,1,76,31,26,14,2,9,12,0,0,0,0,0,0,0,0.0,0.149,1.194,0.448,1.045,0.448,4.627,0.0,0.0
24993,Sargis Adamyan,167,1899 Hoffenheim,78,2020,F,24,18,3,15,476,7.053,3,16,7,2,0,3,0,143,12,9,0,6,64,31,7,3,7,8,5,2,0,0,0,0,0,0,0.378,0.567,3.025,1.324,2.269,1.702,5.861,0.378,0.0
162718,Melayro Bogarde,167,1899 Hoffenheim,78,2020,D,31,9,2,7,274,6.65,0,3,2,0,0,1,0,153,5,7,0,5,46,28,9,7,4,10,5,1,0,0,1,0,0,0,0.0,0.328,0.985,0.657,1.642,2.299,9.197,0.328,0.0
