player_id,player_name,team_id,team_name,league_id,season,position,squad_rows,appearances,starts,sub_appearances,minutes,avg_rating,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,goals_total_per90,goals_assists_per90,shots_total_per90,shots_on_per90,passes_key_per90,tackles_total_per90,duels_won_per90,cards_yellow_per90,cards_red_per90
702,Oliver Baumann,167,1899 Hoffenheim,78,2022,G,34,34,34,0,3060,6.847,0,0,0,0,57,0,106,1245,1,0,0,0,16,16,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.029,0.0,0.471,0.059,0.0
227,Angeliño,167,1899 Hoffenheim,78,2022,M,33,33,30,3,2622,7.022,7,10,4,0,0,8,0,1070,50,40,6,25,175,96,23,12,14,29,12,2,0,0,0,0,0,0,0.0,0.275,0.343,0.137,1.716,1.373,3.295,0.069,0.0
715,Christoph Baumgartner,167,1899 Hoffenheim,78,2022,F,33,33,33,0,2585,6.982,9,52,20,7,0,3,0,849,24,36,5,15,474,208,97,50,44,50,66,7,0,5,0,0,0,0,0.244,0.104,1.81,0.696,0.836,1.253,7.242,0.244,0.0
26300,Ozan Kabak,167,1899 Hoffenheim,78,2022,D,31,30,28,2,2393,6.972,0,22,6,2,0,2,0,1261,4,52,23,45,298,163,25,15,12,16,55,12,2,0,0,0,0,0,0.075,0.075,0.827,0.226,0.15,1.956,6.13,0.451,0.075
726,Andrej Kramarić,167,1899 Hoffenheim,78,2022,F,33,32,26,6,2392,7.065,9,48,26,12,0,3,0,924,35,6,2,6,166,77,50,27,10,36,9,3,0,0,0,4,2,0,0.452,0.113,1.806,0.978,1.317,0.226,2.897,0.113,0.0
718,Dennis Geiger,167,1899 Hoffenheim,78,2022,M,28,27,27,0,1968,6.933,1,3,3,1,0,3,0,799,36,45,3,24,168,82,14,9,12,20,42,9,0,0,0,0,0,0,0.046,0.137,0.137,0.137,1.646,2.058,3.75,0.412,0.0
25366,Kevin Akpoguma,167,1899 Hoffenheim,78,2022,D,31,28,21,7,1952,6.931,0,6,1,0,0,0,0,989,5,75,16,24,266,157,19,6,13,19,33,11,0,0,0,0,0,0,0.0,0.0,0.277,0.046,0.231,3.458,7.239,0.507,0.0
713,Kevin Vogt,167,1899 Hoffenheim,78,2022,D,22,22,22,0,1779,6.737,0,0,0,0,0,0,0,1195,4,15,11,26,89,39,2,2,12,11,22,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.202,0.759,1.973,0.405,0.0
709,Pavel Kadeřábek,167,1899 Hoffenheim,78,2022,M,28,26,17,9,1661,6.834,2,7,1,1,0,1,0,605,18,26,2,14,187,94,12,4,8,18,24,1,0,0,0,0,0,0,0.054,0.054,0.379,0.054,0.975,1.409,5.093,0.054,0.0
24854,Grischa Prömel,167,1899 Hoffenheim,78,2022,M,18,18,17,1,1457,6.693,2,18,5,1,0,1,0,460,8,27,4,8,180,88,9,4,15,36,32,4,0,0,0,0,0,0,0.062,0.062,1.112,0.309,0.494,1.668,5.436,0.247,0.0
