player_id,player_name,team_id,team_name,league_id,season,position,squad_rows,appearances,starts,sub_appearances,minutes,avg_rating,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_commited,penalty_scored,penalty_missed,penalty_saved,goals_total_per90,goals_assists_per90,shots_total_per90,shots_on_per90,passes_key_per90,tackles_total_per90,duels_won_per90,cards_yellow_per90,cards_red_per90
1438,Bernd Leno,42,Arsenal,39,2018,G,32,32,31,1,2835,6.848,0,0,0,0,42,0,105,638,0,0,0,4,18,13,0,0,3,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.0,0.0
1465,Pierre-Emerick Aubameyang,42,Arsenal,39,2018,F,36,36,33,3,2731,7.084,23,94,40,22,0,5,0,512,34,21,0,8,279,105,55,29,20,23,13,0,0,1,0,4,1,0,0.725,0.165,3.098,1.318,1.12,0.692,3.46,0.0,0.0
1448,Shkodran Mustafi,42,Arsenal,39,2018,D,31,31,31,0,2615,7.01,4,18,9,2,0,0,0,1445,6,62,17,58,319,200,13,8,9,8,42,9,0,0,2,0,0,0,0.069,0.0,0.62,0.31,0.207,2.134,6.883,0.31,0.0
1467,Alexandre Lacazette,42,Arsenal,39,2018,F,35,35,31,4,2505,7.206,24,81,30,13,0,8,0,572,32,35,1,15,430,181,69,46,23,54,51,2,0,1,0,0,0,0,0.467,0.287,2.91,1.078,1.15,1.257,6.503,0.072,0.0
1464,Granit Xhaka,42,Arsenal,39,2018,M,29,29,29,0,2501,7.117,1,29,12,4,0,2,0,1916,40,52,9,36,303,161,14,7,35,52,45,10,0,0,2,0,0,0,0.144,0.072,1.044,0.432,1.439,1.871,5.794,0.36,0.0
1462,Lucas Torreira,42,Arsenal,39,2018,M,34,34,29,5,2379,6.947,0,25,6,2,0,2,0,1390,17,65,7,41,306,175,21,13,32,77,38,7,1,0,0,0,0,0,0.076,0.076,0.946,0.227,0.643,2.459,6.62,0.265,0.038
1450,Sokratis,42,Arsenal,39,2018,D,25,25,25,0,2199,6.889,0,11,2,1,0,2,0,1240,5,42,17,26,225,127,6,6,13,25,37,12,0,0,1,0,0,0,0.041,0.082,0.45,0.082,0.205,1.719,5.198,0.491,0.0
1454,Mattéo Guendouzi,42,Arsenal,39,2018,M,33,33,29,4,2142,6.851,0,16,4,0,0,0,0,1402,17,44,5,30,262,147,32,23,30,62,24,9,0,0,0,0,0,0,0.0,0.0,0.672,0.168,0.714,1.849,6.176,0.378,0.0
1455,Alex Iwobi,42,Arsenal,39,2018,M,35,35,24,11,1972,6.851,2,35,14,3,0,6,0,740,41,28,1,12,233,91,85,46,19,13,8,0,0,0,0,0,0,0,0.137,0.274,1.597,0.639,1.871,1.278,4.153,0.0,0.0
1442,Sead Kolašinac,42,Arsenal,39,2018,M,24,24,23,1,1890,6.764,10,9,2,0,0,5,0,754,31,34,3,20,165,76,24,13,14,10,21,5,0,1,1,0,0,0,0.0,0.238,0.429,0.095,1.476,1.619,3.619,0.238,0.0
1447,Nacho Monreal,42,Arsenal,39,2018,D,22,22,21,1,1861,7.003,1,7,4,1,0,3,0,1023,11,35,10,31,170,99,13,7,10,21,17,5,0,1,0,0,0,0,0.048,0.145,0.339,0.193,0.532,1.693,4.788,0.242,0.0
1458,Mesut Özil,42,Arsenal,39,2018,M,24,24,23,1,1741,7.077,10,11,6,5,0,2,0,991,49,12,2,4,145,60,33,21,18,22,10,2,0,0,0,0,0,0,0.258,0.103,0.569,0.31,2.533,0.62,3.102,0.103,0.0
1457,Henrikh Mkhitaryan,42,Arsenal,39,2018,M,25,25,22,3,1649,7.086,3,49,14,6,0,4,0,636,31,28,2,16,201,79,52,20,16,10,27,1,0,0,0,0,0,0,0.327,0.218,2.674,0.764,1.692,1.528,4.312,0.055,0.0
1439,Héctor Bellerín,42,Arsenal,39,2018,D,19,19,19,0,1533,6.818,1,18,4,0,0,5,0,661,9,15,5,20,126,57,23,15,7,6,16,3,0,0,0,0,0,0,0.0,0.294,1.057,0.235,0.528,0.881,3.346,0.176,0.0
1443,Laurent Koscielny,42,Arsenal,39,2018,D,17,17,16,1,1330,7.145,0,5,4,3,0,0,0,819,2,19,15,30,105,59,1,1,6,14,9,1,0,0,0,0,0,0,0.203,0.0,0.338,0.271,0.135,1.286,3.992,0.068,0.0
1459,Aaron Ramsey,42,Arsenal,39,2018,M,28,28,22,6,1328,6.883,4,33,13,4,0,6,0,634,25,34,1,9,175,79,23,12,18,20,21,0,0,0,0,0,0,0,0.271,0.407,2.236,0.881,1.694,2.304,5.354,0.0,0.0
